hc,wc,length,Tamb,Q,Uin,PressurePaPressureProbe3
1.25,0.75,90,40,1272,10,1758.3
1.25,0.75,90,0,3132,10,1706.9
1.25,0.75,90,20,3132,10,1755.6
1.25,0.75,90,40,3132,10,1801.8
1.25,0.75,90,-20,5040,10,1696.3
1.25,0.75,90,0,5040,10,1746.1
1.25,0.75,90,20,5040,10,1795.2
1.25,0.75,90,40,5040,10,1842.8
1.25,1,30,-20,1272,1,26.348
1.25,1,30,20,1272,1,28.978
1.25,1,30,40,1272,1,30.227
1.25,1,30,0,3132,1,28.863
1.25,1,30,20,3132,1,30.136
1.25,1,30,-20,5040,1,29.775
1.25,1,30,0,5040,1,31.043
1.25,1,30,20,5040,1,32.31
1.25,1,30,-20,1272,3.25,111.49
1.25,1,30,0,1272,3.25,114.68
1.25,1,30,40,1272,3.25,121.23
1.25,1,30,0,3132,3.25,114.84
1.25,1,30,20,3132,3.25,117.99
1.25,1,30,40,3132,3.25,121.24
1.25,1,30,-20,5040,3.25,113.5
1.25,1,30,0,5040,3.25,116.21
1.25,1,30,20,5040,3.25,119.12
1.25,1,30,40,5040,3.25,122.18
1.25,1,30,-20,1272,5.5,221.01
1.25,1,30,0,1272,5.5,225.1
1.25,1,30,40,1272,5.5,233.78
1.25,1,30,-20,3132,5.5,224.07
1.25,1,30,0,3132,5.5,227.71
1.25,1,30,20,3132,5.5,231.62
1.25,1,30,40,3132,5.5,235.72
1.25,1,30,-20,5040,5.5,227.2
1.25,1,30,0,5040,5.5,230.46
1.25,1,30,40,5040,5.5,237.72
1.25,1,30,-20,1272,7.75,352.36
1.25,1,30,0,1272,7.75,355.79
1.25,1,30,20,1272,7.75,359.93
1.25,1,30,40,1272,7.75,364.58
1.25,1,30,-20,3132,7.75,358
1.25,1,30,0,3132,7.75,361.07
1.25,1,30,20,3132,7.75,364.81
1.25,1,30,40,3132,7.75,369.07
1.25,1,30,-20,5040,7.75,363.24
1.25,1,30,0,5040,7.75,365.94
1.25,1,30,20,5040,7.75,369.26
1.25,1,30,40,5040,7.75,373.1
1.25,1,30,20,1272,10,510.18
1.25,1,30,40,1272,10,513.84
1.25,1,30,-20,3132,10,513.85
1.25,1,30,0,3132,10,514.77
1.25,1,30,-20,5040,10,520.91
1.25,1,30,0,5040,10,521.57
1.25,1,30,20,5040,10,523.52
1.25,1,30,40,5040,10,526.47
1.25,1,60,0,1272,1,55.894
1.25,1,60,20,1272,1,58.775
1.25,1,60,40,1272,1,61.491
1.25,1,60,-20,3132,1,58.997
1.25,1,60,0,3132,1,62.11
1.25,1,60,20,3132,1,65.163
1.25,1,60,-20,5040,1,67.391
1.25,1,60,0,5040,1,70.679
1.25,1,60,20,5040,1,73.9
1.25,1,60,40,5040,1,77.024
1.25,1,60,-20,1272,3.25,202.63
1.25,1,60,40,1272,3.25,227.3
1.25,1,60,-20,3132,3.25,205.28
1.25,1,60,0,3132,3.25,213.52
1.25,1,60,20,3132,3.25,221.98
1.25,1,60,-20,5040,3.25,211.82
1.25,1,60,0,5040,3.25,219.63
1.25,1,60,20,5040,3.25,227.76
1.25,1,60,40,5040,3.25,236.02
1.25,1,60,-20,1272,5.5,382.88
1.25,1,60,0,1272,5.5,395.33
1.25,1,60,20,1272,5.5,407.75
1.25,1,60,-20,3132,5.5,389.79
1.25,1,60,0,3132,5.5,401.66
1.25,1,60,20,3132,5.5,413.78
1.25,1,60,40,3132,5.5,425.98
1.25,1,60,-20,5040,5.5,398.37
1.25,1,60,0,5040,5.5,409.44
1.25,1,60,20,5040,5.5,420.83
1.25,1,60,0,1272,7.75,603.55
1.25,1,60,20,1272,7.75,618.87
1.25,1,60,40,3132,7.75,645.23
1.25,1,60,-20,5040,7.75,613.02
1.25,1,60,0,5040,7.75,626.66
1.25,1,60,20,5040,7.75,640.83
1.25,1,60,40,5040,7.75,655.27
1.25,1,60,0,1272,10,837.11
1.25,1,60,20,1272,10,853.44
1.25,1,60,40,1272,10,870.48
1.25,1,60,0,3132,10,853.21
1.25,1,60,20,3132,10,869.21
1.25,1,60,40,3132,10,886
1.25,1,60,0,5040,10,868.4
1.25,1,60,20,5040,10,883.94
1.25,1,60,40,5040,10,900.24
1.25,1,90,20,1272,1,93.322
1.25,1,90,40,1272,1,97.36
1.25,1,90,-20,3132,1,99.754
1.25,1,90,0,3132,1,104.98
1.25,1,90,20,3132,1,110
1.25,1,90,40,3132,1,114.79
1.25,1,90,-20,5040,1,119.4
1.25,1,90,0,5040,1,125.19
1.25,1,90,20,5040,1,130.76
1.25,1,90,-20,1272,3.25,308.31
1.25,1,90,20,1272,3.25,334.51
1.25,1,90,0,3132,3.25,333.93
1.25,1,90,20,3132,3.25,347.81
1.25,1,90,40,3132,3.25,361.36
1.25,1,90,0,5040,3.25,349.75
1.25,1,90,20,5040,3.25,363.77
1.25,1,90,-20,1272,5.5,570.21
1.25,1,90,20,1272,5.5,610.72
1.25,1,90,40,1272,5.5,630.38
1.25,1,90,-20,3132,5.5,588.83
1.25,1,90,20,3132,5.5,630.1
1.25,1,90,20,5040,5.5,649.36
1.25,1,90,40,5040,5.5,669.71
1.25,1,90,0,1272,7.75,890.59
1.25,1,90,20,1272,7.75,916.02
1.25,1,90,-20,3132,7.75,891.08
1.25,1,90,0,3132,7.75,916.71
1.25,1,90,40,3132,7.75,968.97
1.25,1,90,-20,5040,7.75,915.97
1.25,1,90,0,5040,7.75,941.84
1.25,1,90,20,5040,7.75,967.66
1.25,1,90,40,5040,7.75,994.13
1.25,1,90,-20,1272,10,1192.8
1.25,1,90,0,1272,10,1222.6
1.25,1,90,20,1272,10,1253
1.25,1,90,-20,3132,10,1225.2
1.25,1,90,40,3132,10,1315.8
1.25,1,90,-20,5040,10,1255.7
1.25,1,90,20,5040,10,1316.3
1.25,1.25,30,-20,1272,1,21.248
1.25,1.25,30,0,1272,1,22.239
1.25,1.25,30,20,1272,1,23.226
1.25,1.25,30,40,1272,1,24.192
1.25,1.25,30,-20,3132,1,22.393
1.25,1.25,30,0,3132,1,23.311
1.25,1.25,30,40,3132,1,25.164
1.25,1.25,30,-20,5040,1,24.279
1.25,1.25,30,0,5040,1,25.18
1.25,1.25,30,20,5040,1,26.091
1.25,1.25,30,40,5040,1,27.004
1.25,1.25,30,-20,3132,3.25,94.541
1.25,1.25,30,0,3132,3.25,96.445
1.25,1.25,30,20,3132,3.25,98.457
1.25,1.25,30,40,3132,3.25,100.56
1.25,1.25,30,-20,5040,3.25,96.223
1.25,1.25,30,0,5040,3.25,97.897
1.25,1.25,30,20,5040,3.25,99.682
1.25,1.25,30,40,5040,3.25,101.58
1.25,1.25,30,20,1272,5.5,194.74
1.25,1.25,30,40,1272,5.5,197.44
1.25,1.25,30,-20,3132,5.5,192.7
1.25,1.25,30,40,3132,5.5,199.5
1.25,1.25,30,0,5040,5.5,197.51
1.25,1.25,30,20,5040,5.5,199.52
1.25,1.25,30,-20,1272,7.75,306.8
1.25,1.25,30,40,1272,7.75,312.31
1.25,1.25,30,-20,3132,7.75,311.67
1.25,1.25,30,0,3132,7.75,312.64
1.25,1.25,30,20,3132,7.75,314.29
1.25,1.25,30,40,3132,7.75,316.45
1.25,1.25,30,-20,5040,7.75,316.16
1.25,1.25,30,0,5040,7.75,317
1.25,1.25,30,40,5040,7.75,320.32
1.25,1.25,30,-20,1272,10,445.29
1.25,1.25,30,40,1272,10,444.83
1.25,1.25,30,20,3132,10,449.92
1.25,1.25,30,40,3132,10,450.61
1.25,1.25,30,-20,5040,10,457.67
1.25,1.25,30,0,5040,10,456.07
1.25,1.25,30,20,5040,10,455.57
1.25,1.25,30,40,5040,10,456.03
1.25,1.25,60,-20,1272,1,42.163
1.25,1.25,60,0,1272,1,44.472
1.25,1.25,60,40,1272,1,48.891
1.25,1.25,60,-20,3132,1,47.199
1.25,1.25,60,0,3132,1,49.517
1.25,1.25,60,20,3132,1,51.816
1.25,1.25,60,40,3132,1,54.077
1.25,1.25,60,20,5040,1,58.917
1.25,1.25,60,-20,1272,3.25,167.7
1.25,1.25,60,20,1272,3.25,179.82
1.25,1.25,60,40,1272,3.25,185.69
1.25,1.25,60,-20,3132,3.25,170.5
1.25,1.25,60,0,3132,3.25,176.13
1.25,1.25,60,20,3132,3.25,181.95
1.25,1.25,60,0,5040,3.25,181.51
1.25,1.25,60,20,5040,3.25,186.89
1.25,1.25,60,20,1272,5.5,339.84
1.25,1.25,60,40,1272,5.5,348.74
1.25,1.25,60,20,3132,5.5,346.16
1.25,1.25,60,40,3132,5.5,354.63
1.25,1.25,60,-20,5040,5.5,337.65
1.25,1.25,60,0,5040,5.5,345.41
1.25,1.25,60,20,5040,5.5,353.02
1.25,1.25,60,40,5040,5.5,360.94
1.25,1.25,60,-20,1272,7.75,502.06
1.25,1.25,60,-20,3132,7.75,513.36
1.25,1.25,60,0,3132,7.75,522.86
1.25,1.25,60,20,3132,7.75,532.95
1.25,1.25,60,40,3132,7.75,543.45
1.25,1.25,60,-20,5040,7.75,524.18
1.25,1.25,60,20,5040,7.75,543.13
1.25,1.25,60,40,5040,7.75,553.27
1.25,1.25,60,-20,1272,10,706.56
1.25,1.25,60,20,1272,10,726.97
1.25,1.25,60,40,1272,10,738.17
1.25,1.25,60,-20,3132,10,721.61
1.25,1.25,60,0,3132,10,731.08
1.25,1.25,60,20,3132,10,741.3
1.25,1.25,60,-20,5040,10,735.55
1.25,1.25,60,0,5040,10,744.75
1.25,1.25,60,20,5040,10,754.79
1.25,1.25,60,40,5040,10,765.5
1.25,1.25,90,-20,1272,1,64.277
1.25,1.25,90,0,1272,1,67.948
1.25,1.25,90,-20,3132,1,76.55
1.25,1.25,90,20,3132,1,84.384
1.25,1.25,90,40,3132,1,88.124
1.25,1.25,90,40,5040,1,104.83
1.25,1.25,90,-20,1272,3.25,237.49
1.25,1.25,90,20,1272,3.25,258.1
1.25,1.25,90,-20,3132,3.25,244.61
1.25,1.25,90,20,3132,3.25,264.72
1.25,1.25,90,0,5040,3.25,267.43
1.25,1.25,90,20,5040,3.25,277.17
1.25,1.25,90,-20,1272,5.5,446.62
1.25,1.25,90,0,1272,5.5,461.54
1.25,1.25,90,20,1272,5.5,476.57
1.25,1.25,90,40,1272,5.5,491.33
1.25,1.25,90,0,3132,5.5,472.97
1.25,1.25,90,20,3132,5.5,487.5
1.25,1.25,90,40,3132,5.5,502.2
1.25,1.25,90,0,5040,5.5,487.65
1.25,1.25,90,0,1272,7.75,701.84
1.25,1.25,90,20,1272,7.75,720.42
1.25,1.25,90,40,1272,7.75,739.42
1.25,1.25,90,-20,3132,7.75,702.89
1.25,1.25,90,0,3132,7.75,720.39
1.25,1.25,90,40,3132,7.75,757.38
1.25,1.25,90,-20,5040,7.75,722.24
1.25,1.25,90,0,5040,7.75,739.1
1.25,1.25,90,20,5040,7.75,756.69
1.25,1.25,90,40,5040,7.75,774.8
1.25,1.25,90,-20,1272,10,949.22
1.25,1.25,90,0,1272,10,969.83
1.25,1.25,90,-20,3132,10,975.33
1.25,1.25,90,20,3132,10,1015.2
1.25,1.25,90,-20,5040,10,999.64
1.25,1.25,90,0,5040,10,1018.5
1.25,1.25,90,20,5040,10,1038.3
1.25,1.5,30,-20,1272,1,18.649
1.25,1.5,30,0,1272,1,19.473
1.25,1.5,30,40,1272,1,21.136
1.25,1.5,30,-20,3132,1,19.665
1.25,1.5,30,20,3132,1,21.148
1.25,1.5,30,-20,5040,1,21.367
1.25,1.5,30,0,5040,1,22.073
1.25,1.5,30,20,5040,1,22.798
1.25,1.5,30,40,5040,1,23.535
1.25,1.5,30,-20,1272,3.25,85.35
1.25,1.5,30,0,1272,3.25,87.077
1.25,1.5,30,40,1272,3.25,90.67
1.25,1.5,30,-20,3132,3.25,86.013
1.25,1.5,30,20,3132,3.25,88.875
1.25,1.5,30,40,3132,3.25,90.467
1.25,1.5,30,-20,5040,3.25,87.594
1.25,1.5,30,0,5040,3.25,88.701
1.25,1.5,30,20,5040,3.25,89.916
1.25,1.5,30,40,5040,3.25,91.268
1.25,1.5,30,-20,1272,5.5,174.07
1.25,1.5,30,0,1272,5.5,175.92
1.25,1.5,30,20,1272,5.5,177.96
1.25,1.5,30,40,1272,5.5,180.11
1.25,1.5,30,0,3132,5.5,178.41
1.25,1.5,30,40,3132,5.5,182.05
1.25,1.5,30,-20,5040,5.5,179.48
1.25,1.5,30,0,5040,5.5,180.92
1.25,1.5,30,-20,1272,7.75,282.68
1.25,1.5,30,0,1272,7.75,283.26
1.25,1.5,30,40,1272,7.75,286.32
1.25,1.5,30,-20,3132,7.75,287.01
1.25,1.5,30,0,3132,7.75,287.49
1.25,1.5,30,20,3132,7.75,288.59
1.25,1.5,30,20,5040,7.75,292.38
1.25,1.5,30,40,5040,7.75,293.76
1.25,1.5,30,20,1272,10,408.93
1.25,1.5,30,40,1272,10,409.16
1.25,1.5,30,40,3132,10,414.41
1.25,1.5,30,-20,5040,10,422.36
1.25,1.5,30,0,5040,10,420.42
1.25,1.5,30,20,5040,10,419.46
1.25,1.5,60,-20,1272,1,36.286
1.25,1.5,60,0,1272,1,38.216
1.25,1.5,60,20,1272,1,40.108
1.25,1.5,60,40,1272,1,41.938
1.25,1.5,60,-20,3132,1,40.679
1.25,1.5,60,0,3132,1,42.587
1.25,1.5,60,-20,5040,1,46.716
1.25,1.5,60,0,5040,1,48.693
1.25,1.5,60,20,5040,1,50.667
1.25,1.5,60,40,5040,1,52.623
1.25,1.5,60,-20,1272,3.25,148.21
1.25,1.5,60,40,1272,3.25,162.85
1.25,1.5,60,20,3132,3.25,159.59
1.25,1.5,60,0,5040,3.25,159.78
1.25,1.5,60,40,5040,3.25,168.29
1.25,1.5,60,-20,1272,5.5,288.85
1.25,1.5,60,0,1272,5.5,295.51
1.25,1.5,60,20,1272,5.5,302.13
1.25,1.5,60,40,1272,5.5,309.18
1.25,1.5,60,-20,3132,5.5,294.82
1.25,1.5,60,-20,5040,5.5,301.5
1.25,1.5,60,0,5040,5.5,307.59
1.25,1.5,60,-20,1272,7.75,454.75
1.25,1.5,60,0,1272,7.75,461.44
1.25,1.5,60,20,1272,7.75,468.81
1.25,1.5,60,40,1272,7.75,476.75
1.25,1.5,60,-20,3132,7.75,464.18
1.25,1.5,60,0,3132,7.75,470.8
1.25,1.5,60,-20,5040,7.75,473.05
1.25,1.5,60,20,5040,7.75,486.86
1.25,1.5,60,20,1272,10,658.33
1.25,1.5,60,40,1272,10,665.8
1.25,1.5,60,-20,3132,10,657.99
1.25,1.5,60,-20,5040,10,669.68
1.25,1.5,60,0,5040,10,675.64
1.25,1.5,60,20,5040,10,682.25
1.25,1.5,90,-20,1272,1,55.706
1.25,1.5,90,0,1272,1,58.763
1.25,1.5,90,0,3132,1,69.491
1.25,1.5,90,20,3132,1,72.692
1.25,1.5,90,40,3132,1,75.815
1.25,1.5,90,-20,5040,1,79.739
1.25,1.5,90,0,5040,1,83.308
1.25,1.5,90,20,5040,1,86.803
1.25,1.5,90,-20,1272,3.25,214.46
1.25,1.5,90,40,1272,3.25,238.43
1.25,1.5,90,-20,3132,3.25,220.86
1.25,1.5,90,0,3132,3.25,228.49
1.25,1.5,90,40,3132,3.25,244.53
1.25,1.5,90,-20,5040,3.25,232.63
1.25,1.5,90,0,5040,3.25,239.58
1.25,1.5,90,20,5040,3.25,246.97
1.25,1.5,90,20,1272,5.5,430.9
1.25,1.5,90,40,1272,5.5,442.96
1.25,1.5,90,-20,3132,5.5,419.78
1.25,1.5,90,0,3132,5.5,431.37
1.25,1.5,90,20,3132,5.5,443.32
1.25,1.5,90,-20,5040,5.5,433.07
1.25,1.5,90,0,5040,5.5,444.25
1.25,1.5,90,20,5040,5.5,456.04
1.25,1.5,90,40,5040,5.5,467.85
1.25,1.5,90,-20,1272,7.75,631.81
1.25,1.5,90,0,1272,7.75,644.91
1.25,1.5,90,20,1272,7.75,658.68
1.25,1.5,90,40,1272,7.75,672.33
1.25,1.5,90,-20,3132,7.75,648.94
1.25,1.5,90,0,3132,7.75,662.61
1.25,1.5,90,-20,5040,7.75,665.06
1.25,1.5,90,20,5040,7.75,693.63
1.25,1.5,90,40,5040,7.75,708.56
1.25,1.5,90,-20,1272,10,884.18
1.25,1.5,90,0,1272,10,899.31
1.25,1.5,90,20,1272,10,914.45
1.25,1.5,90,40,1272,10,929.58
1.25,1.5,90,-20,3132,10,906.76
1.25,1.5,90,0,3132,10,922.15
1.25,1.5,90,20,3132,10,937.49
1.25,1.5,90,40,3132,10,952.91
1.25,1.5,90,-20,5040,10,927.1
1.25,1.5,90,40,5040,10,974.09
1.5,0.5,30,0,1272,1,63.301
1.5,0.5,30,20,1272,1,65.904
1.5,0.5,30,40,1272,1,68.394
1.5,0.5,30,-20,3132,1,64.132
1.5,0.5,30,0,3132,1,67.318
1.5,0.5,30,20,3132,1,70.33
1.5,0.5,30,-20,5040,1,67.805
1.5,0.5,30,0,5040,1,71.3
1.5,0.5,30,40,5040,1,77.746
1.5,0.5,30,-20,1272,3.25,232.33
1.5,0.5,30,-20,3132,3.25,237.15
1.5,0.5,30,0,3132,3.25,246.48
1.5,0.5,30,40,3132,3.25,263.88
1.5,0.5,30,-20,5040,3.25,241.11
1.5,0.5,30,0,5040,3.25,251.02
1.5,0.5,30,40,5040,3.25,269.38
1.5,0.5,30,-20,1272,5.5,433.53
1.5,0.5,30,0,1272,5.5,448.67
1.5,0.5,30,20,1272,5.5,463.66
1.5,0.5,30,-20,3132,5.5,439.67
1.5,0.5,30,0,3132,5.5,455.14
1.5,0.5,30,40,3132,5.5,484.35
1.5,0.5,30,-20,5040,5.5,445.3
1.5,0.5,30,0,5040,5.5,461.11
1.5,0.5,30,20,5040,5.5,476.59
1.5,0.5,30,40,5040,5.5,490.83
1.5,0.5,30,-20,1272,7.75,662.29
1.5,0.5,30,0,1272,7.75,680.35
1.5,0.5,30,-20,3132,7.75,669.74
1.5,0.5,30,0,3132,7.75,688.01
1.5,0.5,30,20,3132,7.75,707.38
1.5,0.5,30,0,5040,7.75,695.31
1.5,0.5,30,20,5040,7.75,714.84
1.5,0.5,30,20,1272,10,961.72
1.5,0.5,30,40,1272,10,983.37
1.5,0.5,30,-20,3132,10,930.47
1.5,0.5,30,0,3132,10,949.47
1.5,0.5,30,20,3132,10,970.57
1.5,0.5,30,40,3132,10,992.21
1.5,0.5,30,0,5040,10,958.09
1.5,0.5,30,40,5040,10,1000.9
1.5,0.5,90,-20,1272,1,191.69
1.5,0.5,90,0,1272,1,200.41
1.5,0.5,90,20,1272,1,208.73
1.5,0.5,90,40,1272,1,216.73
1.5,0.5,90,-20,3132,1,228.04
1.5,0.5,90,0,3132,1,238.84
1.5,0.5,90,20,3132,1,249.03
1.5,0.5,90,40,3132,1,258.72
1.5,0.5,90,-20,5040,1,267.54
1.5,0.5,90,0,5040,1,280.11
1.5,0.5,90,20,5040,1,291.94
1.5,0.5,90,40,5040,1,303.14
1.5,0.5,90,0,1272,3.25,698.85
1.5,0.5,90,20,1272,3.25,727.76
1.5,0.5,90,-20,3132,3.25,709.55
1.5,0.5,90,20,3132,3.25,773.3
1.5,0.5,90,40,3132,3.25,801.55
1.5,0.5,90,-20,5040,3.25,749.95
1.5,0.5,90,0,5040,3.25,785.49
1.5,0.5,90,20,5040,3.25,818.92
1.5,0.5,90,40,1272,5.5,1351.7
1.5,0.5,90,-20,3132,5.5,1238.5
1.5,0.5,90,0,3132,5.5,1295.9
1.5,0.5,90,20,3132,5.5,1351.5
1.5,0.5,90,40,3132,5.5,1401.8
1.5,0.5,90,0,5040,5.5,1343.2
1.5,0.5,90,20,5040,5.5,1400.9
1.5,0.5,90,40,5040,5.5,1452.6
1.5,0.5,90,-20,1272,7.75,1762.7
1.5,0.5,90,20,1272,7.75,1909
1.5,0.5,90,40,1272,7.75,1980.8
1.5,0.5,90,0,3132,7.75,1886.7
1.5,0.5,90,20,3132,7.75,1961.8
1.5,0.5,90,-20,5040,7.75,1860.2
1.5,0.5,90,0,5040,7.75,1937.7
1.5,0.5,90,20,5040,7.75,2014.7
1.5,0.5,90,40,5040,7.75,2089.7
1.5,0.5,90,-20,1272,10,2383.6
1.5,0.5,90,0,1272,10,2471.5
1.5,0.5,90,40,1272,10,2650.3
1.5,0.5,90,-20,3132,10,2436.8
1.5,0.5,90,0,3132,10,2526.6
1.5,0.5,90,20,3132,10,2618.2
1.5,0.5,90,40,3132,10,2708.1
1.5,0.5,90,0,5040,10,2582
1.5,0.5,90,20,5040,10,2675.1
1.5,0.5,90,40,5040,10,2766.3
1.5,0.75,30,-20,1272,1,32.506
1.5,0.75,30,0,1272,1,33.985
1.5,0.75,30,20,1272,1,35.404
1.5,0.75,30,40,1272,1,36.763
1.5,0.75,30,-20,3132,1,33.394
1.5,0.75,30,0,3132,1,35.054
1.5,0.75,30,20,3132,1,36.663
1.5,0.75,30,40,3132,1,38.222
1.5,0.75,30,-20,5040,1,35.282
1.5,0.75,30,20,5040,1,38.647
1.5,0.75,30,-20,1272,3.25,131.92
1.5,0.75,30,0,1272,3.25,136.4
1.5,0.75,30,20,1272,3.25,140.6
1.5,0.75,30,40,1272,3.25,144.57
1.5,0.75,30,-20,3132,3.25,132.6
1.5,0.75,30,0,3132,3.25,137.3
1.5,0.75,30,20,3132,3.25,141.77
1.5,0.75,30,40,3132,3.25,146.1
1.5,0.75,30,-20,5040,3.25,133.33
1.5,0.75,30,0,5040,3.25,138.03
1.5,0.75,30,20,5040,3.25,142.58
1.5,0.75,30,0,1272,5.5,260.3
1.5,0.75,30,20,1272,5.5,266.7
1.5,0.75,30,40,1272,5.5,273.21
1.5,0.75,30,-20,3132,5.5,256.84
1.5,0.75,30,0,3132,5.5,263.07
1.5,0.75,30,20,3132,5.5,269.54
1.5,0.75,30,40,3132,5.5,276.15
1.5,0.75,30,-20,5040,5.5,259.02
1.5,0.75,30,0,5040,5.5,265.25
1.5,0.75,30,40,5040,5.5,278.41
1.5,0.75,30,20,1272,7.75,412.79
1.5,0.75,30,40,1272,7.75,419.99
1.5,0.75,30,0,3132,7.75,410.52
1.5,0.75,30,20,3132,7.75,417.16
1.5,0.75,30,40,3132,7.75,424.33
1.5,0.75,30,0,5040,7.75,414.27
1.5,0.75,30,20,5040,7.75,420.92
1.5,0.75,30,0,1272,10,574.97
1.5,0.75,30,20,1272,10,580.27
1.5,0.75,30,40,1272,10,586.59
1.5,0.75,30,20,3132,10,585.96
1.5,0.75,30,40,3132,10,592.33
1.5,0.75,30,0,5040,10,585.93
1.5,0.75,30,40,5040,10,597.38
1.5,1,30,-20,1272,1,21.622
1.5,1,30,20,1272,1,23.673
1.5,1,30,40,1272,1,24.658
1.5,1,30,-20,3132,1,22.418
1.5,1,30,0,3132,1,23.419
1.5,1,30,20,3132,1,24.419
1.5,1,30,40,3132,1,25.408
1.5,1,30,-20,5040,1,23.97
1.5,1,30,0,5040,1,24.961
1.5,1,30,20,5040,1,25.953
1.5,1,30,40,5040,1,26.936
1.5,1,30,-20,1272,3.25,92.726
1.5,1,30,0,1272,3.25,95.213
1.5,1,30,20,3132,3.25,97.886
1.5,1,30,40,3132,3.25,100.44
1.5,1,30,-20,5040,3.25,93.976
1.5,1,30,0,5040,3.25,96.224
1.5,1,30,20,5040,3.25,98.58
1.5,1,30,40,5040,3.25,101.02
1.5,1,30,-20,1272,5.5,184.14
1.5,1,30,0,1272,5.5,187.31
1.5,1,30,20,1272,5.5,190.71
1.5,1,30,40,1272,5.5,194.22
1.5,1,30,-20,3132,5.5,186.38
1.5,1,30,40,3132,5.5,195.97
1.5,1,30,0,5040,5.5,191.31
1.5,1,30,20,5040,5.5,194.36
1.5,1,30,40,5040,5.5,197.54
1.5,1,30,-20,1272,7.75,294.62
1.5,1,30,0,1272,7.75,297.01
1.5,1,30,20,1272,7.75,300.07
1.5,1,30,40,1272,7.75,303.57
1.5,1,30,-20,3132,7.75,298.44
1.5,1,30,0,3132,7.75,300.75
1.5,1,30,20,3132,7.75,303.66
1.5,1,30,40,3132,7.75,307
1.5,1,30,-20,5040,7.75,301.8
1.5,1,30,0,5040,7.75,304.06
1.5,1,30,20,5040,7.75,306.85
1.5,1,30,0,1272,10,425.09
1.5,1,30,20,1272,10,426.54
1.5,1,30,40,1272,10,428.97
1.5,1,30,20,3132,10,431.39
1.5,1,30,40,3132,10,433.68
1.5,1,30,-20,5040,10,434.39
1.5,1,30,0,5040,10,434.58
1.5,1,30,40,5040,10,438
1.5,1,60,0,1272,1,45.565
1.5,1,60,20,1272,1,47.755
1.5,1,60,40,1272,1,49.839
1.5,1,60,-20,3132,1,47.326
1.5,1,60,20,3132,1,52.083
1.5,1,60,40,3132,1,54.364
1.5,1,60,0,5040,1,55.759
1.5,1,60,20,5040,1,58.22
1.5,1,60,40,5040,1,60.614
1.5,1,60,0,1272,3.25,175.86
1.5,1,60,20,1272,3.25,182.43
1.5,1,60,40,1272,3.25,188.75
1.5,1,60,-20,3132,3.25,170.56
1.5,1,60,0,3132,3.25,177.38
1.5,1,60,20,3132,3.25,184.26
1.5,1,60,40,3132,3.25,191.02
1.5,1,60,-20,5040,3.25,174.41
