hc,wc,length,Tamb,Q,Uin,PressurePaPressureProbe3
1.5,1,60,0,5040,3.25,181.03
1.5,1,60,20,5040,3.25,187.76
1.5,1,60,40,5040,3.25,194.44
1.5,1,60,0,1272,5.5,330.91
1.5,1,60,20,1272,5.5,340.76
1.5,1,60,40,1272,5.5,350.54
1.5,1,60,-20,3132,5.5,325.94
1.5,1,60,0,3132,5.5,335.63
1.5,1,60,20,3132,5.5,345.52
1.5,1,60,40,3132,5.5,355.39
1.5,1,60,40,5040,5.5,359.75
1.5,1,60,-20,1272,7.75,496.37
1.5,1,60,20,1272,7.75,519.5
1.5,1,60,-20,3132,7.75,505.04
1.5,1,60,0,3132,7.75,516.22
1.5,1,60,20,3132,7.75,527.99
1.5,1,60,40,3132,7.75,539.91
1.5,1,60,-20,5040,7.75,512.67
1.5,1,60,40,5040,7.75,547.16
1.5,1,60,0,1272,10,706.74
1.5,1,60,20,1272,10,719.39
1.5,1,60,-20,3132,10,705.91
1.5,1,60,20,3132,10,730.99
1.5,1,60,40,3132,10,743.82
1.5,1,60,-20,5040,10,716.41
1.5,1,60,0,5040,10,728.84
1.5,1,60,40,5040,10,754.13
1.5,1,90,-20,1272,1,67.77
1.5,1,90,-20,3132,1,78.205
1.5,1,90,0,3132,1,82.217
1.5,1,90,40,3132,1,89.742
1.5,1,90,-20,5040,1,91.981
1.5,1,90,0,5040,1,96.348
1.5,1,90,20,5040,1,100.55
1.5,1,90,0,1272,3.25,263.41
1.5,1,90,20,1272,3.25,273.9
1.5,1,90,0,3132,3.25,270.02
1.5,1,90,20,3132,3.25,281.52
1.5,1,90,40,3132,3.25,292.68
1.5,1,90,0,5040,3.25,280.05
1.5,1,90,40,5040,3.25,303.12
1.5,1,90,-20,1272,5.5,473.1
1.5,1,90,0,1272,5.5,488.05
1.5,1,90,40,1272,5.5,519.89
1.5,1,90,-20,3132,5.5,482.98
1.5,1,90,0,3132,5.5,498.96
1.5,1,90,40,3132,5.5,531.97
1.5,1,90,-20,5040,5.5,493.45
1.5,1,90,0,5040,5.5,509.64
1.5,1,90,20,5040,5.5,526.66
1.5,1,90,40,5040,5.5,543.29
1.5,1,90,-20,1272,7.75,726.16
1.5,1,90,0,1272,7.75,744.28
1.5,1,90,20,1272,7.75,762.68
1.5,1,90,40,1272,7.75,781.6
1.5,1,90,0,3132,7.75,760.72
1.5,1,90,20,3132,7.75,779.73
1.5,1,90,40,3132,7.75,799.26
1.5,1,90,0,5040,7.75,774.96
1.5,1,90,20,5040,7.75,794.45
1.5,1,90,-20,1272,10,1005.6
1.5,1,90,0,1272,10,1028.7
1.5,1,90,-20,3132,10,1027.2
1.5,1,90,0,3132,10,1050.9
1.5,1,90,40,3132,10,1095.5
1.5,1,90,-20,5040,10,1045.8
1.5,1,90,0,5040,10,1070.1
1.5,1,90,20,5040,10,1093.2
1.5,1,90,40,5040,10,1115
1.5,1.25,30,20,1272,1,18.109
1.5,1.25,30,-20,3132,1,17.445
1.5,1.25,30,40,3132,1,19.509
1.5,1.25,30,0,5040,1,19.459
1.5,1.25,30,40,5040,1,20.812
1.5,1.25,30,-20,1272,3.25,74.118
1.5,1.25,30,0,1272,3.25,75.751
1.5,1.25,30,40,1272,3.25,79.157
1.5,1.25,30,-20,3132,3.25,74.55
1.5,1.25,30,20,3132,3.25,77.574
1.5,1.25,30,0,5040,3.25,76.983
1.5,1.25,30,20,5040,3.25,78.401
1.5,1.25,30,40,5040,3.25,79.888
1.5,1.25,30,-20,1272,5.5,150.39
1.5,1.25,30,-20,3132,5.5,152.37
1.5,1.25,30,0,3132,5.5,153.94
1.5,1.25,30,40,3132,5.5,157.66
1.5,1.25,30,-20,5040,5.5,154.27
1.5,1.25,30,0,5040,5.5,155.74
1.5,1.25,30,40,5040,5.5,159.14
1.5,1.25,30,40,1272,7.75,247.48
1.5,1.25,30,0,3132,7.75,247.81
1.5,1.25,30,20,3132,7.75,248.91
1.5,1.25,30,40,3132,7.75,250.44
1.5,1.25,30,-20,5040,7.75,250.25
1.5,1.25,30,0,5040,7.75,250.75
1.5,1.25,30,40,5040,7.75,253.13
1.5,1.25,30,-20,1272,10,354.89
1.5,1.25,30,0,1272,10,353.45
1.5,1.25,30,40,1272,10,353.22
1.5,1.25,30,0,3132,10,357.83
1.5,1.25,30,20,3132,10,357.18
1.5,1.25,30,40,3132,10,357.37
1.5,1.25,30,-20,5040,10,363.37
1.5,1.25,30,0,5040,10,361.8
1.5,1.25,30,20,5040,10,361.08
1.5,1.25,30,40,5040,10,361.16
1.5,1.25,60,-20,1272,1,31.98
1.5,1.25,60,0,1272,1,33.7
1.5,1.25,60,20,1272,1,35.4
1.5,1.25,60,-20,3132,1,35.581
1.5,1.25,60,0,3132,1,37.281
1.5,1.25,60,20,3132,1,38.965
1.5,1.25,60,-20,5040,1,40.385
1.5,1.25,60,20,5040,1,43.891
1.5,1.25,60,40,5040,1,45.603
1.5,1.25,60,20,1272,3.25,136.62
1.5,1.25,60,0,3132,3.25,133.1
1.5,1.25,60,20,3132,3.25,137.5
1.5,1.25,60,40,3132,3.25,142.03
1.5,1.25,60,0,5040,3.25,137.06
1.5,1.25,60,20,5040,3.25,141.15
1.5,1.25,60,0,1272,5.5,252.69
1.5,1.25,60,20,1272,5.5,259.5
1.5,1.25,60,40,1272,5.5,266.3
1.5,1.25,60,-20,3132,5.5,250.14
1.5,1.25,60,0,3132,5.5,256.19
1.5,1.25,60,20,3132,5.5,262.49
1.5,1.25,60,40,3132,5.5,268.86
1.5,1.25,60,-20,5040,5.5,255.61
1.5,1.25,60,20,5040,5.5,266.93
1.5,1.25,60,40,5040,5.5,272.77
1.5,1.25,60,-20,1272,7.75,383.81
1.5,1.25,60,0,1272,7.75,391.48
1.5,1.25,60,20,1272,7.75,399.22
1.5,1.25,60,40,1272,7.75,407.22
1.5,1.25,60,-20,3132,7.75,391.31
1.5,1.25,60,20,3132,7.75,405.66
1.5,1.25,60,-20,5040,7.75,398.65
1.5,1.25,60,0,5040,7.75,405.25
1.5,1.25,60,20,5040,7.75,412.25
1.5,1.25,60,40,5040,7.75,419.52
1.5,1.25,60,-20,1272,10,540.82
1.5,1.25,60,0,1272,10,548.15
1.5,1.25,60,20,1272,10,556.24
1.5,1.25,60,20,3132,10,565.82
1.5,1.25,60,40,3132,10,573.83
1.5,1.25,60,-20,5040,10,561.19
1.5,1.25,60,0,5040,10,567.77
1.5,1.25,60,40,5040,10,582.47
1.5,1.5,30,-20,1272,1,13.886
1.5,1.5,30,0,1272,1,14.456
1.5,1.5,30,40,1272,1,15.614
1.5,1.5,30,0,3132,1,15.22
1.5,1.5,30,20,3132,1,15.747
1.5,1.5,30,-20,5040,1,15.913
1.5,1.5,30,0,5040,1,16.415
1.5,1.5,30,20,5040,1,16.926
1.5,1.5,30,40,5040,1,17.443
1.5,1.5,30,-20,1272,3.25,63.671
1.5,1.5,30,-20,3132,3.25,64.269
1.5,1.5,30,0,3132,3.25,65.23
1.5,1.5,30,20,3132,3.25,66.271
1.5,1.5,30,40,3132,3.25,67.376
1.5,1.5,30,-20,5040,3.25,65.492
1.5,1.5,30,0,5040,3.25,66.31
1.5,1.5,30,40,5040,3.25,68.182
1.5,1.5,30,-20,1272,5.5,131.14
1.5,1.5,30,0,1272,5.5,132.15
1.5,1.5,30,20,1272,5.5,133.39
1.5,1.5,30,-20,3132,5.5,133.16
1.5,1.5,30,0,3132,5.5,133.99
1.5,1.5,30,40,3132,5.5,136.14
1.5,1.5,30,-20,5040,5.5,135.17
1.5,1.5,30,20,5040,5.5,136.73
1.5,1.5,30,40,5040,5.5,137.68
1.5,1.5,30,-20,1272,7.75,214.47
1.5,1.5,30,20,1272,7.75,214.64
1.5,1.5,30,-20,3132,7.75,217.78
1.5,1.5,30,20,3132,7.75,217.68
1.5,1.5,30,40,3132,7.75,218.3
1.5,1.5,30,-20,5040,7.75,220.79
1.5,1.5,30,20,5040,7.75,220.53
1.5,1.5,30,0,1272,10,311.48
1.5,1.5,30,40,1272,10,309.42
1.5,1.5,30,40,3132,10,313.4
1.5,1.5,30,-20,5040,10,322.2
1.5,1.5,30,0,5040,10,319.68
1.5,1.5,60,0,1272,1,28.041
1.5,1.5,60,20,1272,1,29.401
1.5,1.5,60,-20,3132,1,29.868
1.5,1.5,60,20,3132,1,32.514
1.5,1.5,60,40,3132,1,33.821
1.5,1.5,60,0,5040,1,35.382
1.5,1.5,60,20,5040,1,36.738
1.5,1.5,60,40,5040,1,38.08
1.5,1.5,60,-20,1272,3.25,109.27
1.5,1.5,60,0,1272,3.25,112.78
1.5,1.5,60,20,1272,3.25,116.38
1.5,1.5,60,40,1272,3.25,119.99
1.5,1.5,60,-20,3132,3.25,111.08
1.5,1.5,60,0,3132,3.25,114.12
1.5,1.5,60,20,3132,3.25,117.33
1.5,1.5,60,40,3132,3.25,120.66
1.5,1.5,60,-20,5040,3.25,115.23
1.5,1.5,60,0,5040,3.25,117.93
1.5,1.5,60,40,5040,3.25,123.83
1.5,1.5,60,0,1272,5.5,219.29
1.5,1.5,60,-20,3132,5.5,218.4
1.5,1.5,60,0,3132,5.5,222.88
1.5,1.5,60,20,3132,5.5,227.49
1.5,1.5,60,40,3132,5.5,232.05
1.5,1.5,60,20,5040,5.5,231.82
1.5,1.5,60,40,5040,5.5,235.93
1.5,1.5,60,-20,1272,7.75,337.63
1.5,1.5,60,0,1272,7.75,342.94
1.5,1.5,60,20,1272,7.75,348.47
1.5,1.5,60,40,1272,7.75,354.22
1.5,1.5,60,-20,3132,7.75,344.37
1.5,1.5,60,-20,5040,7.75,351.12
1.5,1.5,60,0,5040,7.75,355.79
1.5,1.5,60,20,5040,7.75,360.71
1.5,1.5,60,-20,1272,10,479.18
1.5,1.5,60,-20,3132,10,488.67
1.5,1.5,60,0,3132,10,492.87
1.5,1.5,60,20,3132,10,497.7
1.5,1.5,60,40,3132,10,503.08
1.5,1.5,60,-20,5040,10,497.41
1.5,1.5,60,0,5040,10,501.37
1.5,1.5,60,20,5040,10,505.92
1.75,0.5,60,0,1272,1,115.62
1.75,0.5,60,20,1272,1,120.63
1.75,0.5,60,-20,3132,1,123.01
1.75,0.5,60,40,3132,1,140.65
1.75,0.5,60,-20,5040,1,136.3
1.75,0.5,60,0,5040,1,143.26
1.75,0.5,60,20,5040,1,149.84
1.75,0.5,60,0,1272,3.25,416.61
1.75,0.5,60,40,1272,3.25,448.88
1.75,0.5,60,-20,3132,3.25,413.57
1.75,0.5,60,40,3132,3.25,466.33
1.75,0.5,60,20,5040,3.25,466.8
1.75,0.5,60,40,5040,3.25,483.44
1.75,0.5,60,-20,1272,5.5,721.36
1.75,0.5,60,0,1272,5.5,753.5
1.75,0.5,60,20,1272,5.5,783.73
1.75,0.5,60,-20,3132,5.5,738.24
1.75,0.5,60,0,3132,5.5,771.34
1.75,0.5,60,20,3132,5.5,801.98
1.75,0.5,60,-20,5040,5.5,754.57
1.75,0.5,60,0,5040,5.5,788.62
1.75,0.5,60,40,5040,5.5,848.24
1.75,0.5,60,-20,1272,7.75,1070.6
1.75,0.5,60,0,1272,7.75,1113.3
1.75,0.5,60,20,1272,7.75,1156
1.75,0.5,60,40,1272,7.75,1198
1.75,0.5,60,-20,3132,7.75,1089.4
1.75,0.5,60,20,3132,7.75,1176.3
1.75,0.5,60,-20,5040,7.75,1108.1
1.75,0.5,60,20,5040,7.75,1196.4
1.75,0.5,60,40,5040,7.75,1239.5
1.75,0.5,60,0,1272,10,1502.8
1.75,0.5,60,0,3132,10,1524.5
1.75,0.5,60,40,3132,10,1629.3
1.75,0.5,60,-20,5040,10,1494.5
1.75,0.5,60,0,5040,10,1546.1
1.75,0.5,60,20,5040,10,1599.5
1.75,0.5,90,-20,1272,1,171.65
1.75,0.5,90,0,1272,1,179.6
1.75,0.5,90,40,1272,1,194.57
1.75,0.5,90,0,3132,1,210.91
1.75,0.5,90,40,3132,1,228.8
1.75,0.5,90,-20,5040,1,233.04
1.75,0.5,90,0,5040,1,244.19
1.75,0.5,90,20,5040,1,254.73
1.75,0.5,90,40,5040,1,264.68
1.75,0.5,90,0,1272,3.25,630.5
1.75,0.5,90,-20,3132,3.25,636.71
1.75,0.5,90,0,3132,3.25,666.16
1.75,0.5,90,20,3132,3.25,693.82
1.75,0.5,90,40,3132,3.25,718.72
1.75,0.5,90,20,5040,3.25,731.08
1.75,0.5,90,40,5040,3.25,757.48
1.75,0.5,90,0,1272,5.5,1128.2
1.75,0.5,90,40,1272,5.5,1219.3
1.75,0.5,90,-20,3132,5.5,1114.9
1.75,0.5,90,0,3132,5.5,1167.1
1.75,0.5,90,40,3132,5.5,1260.3
1.75,0.5,90,-20,5040,5.5,1152
1.75,0.5,90,0,5040,5.5,1206.1
1.75,0.5,90,20,5040,5.5,1256.2
1.75,0.5,90,0,1272,7.75,1655.6
1.75,0.5,90,40,1272,7.75,1789.4
1.75,0.5,90,-20,3132,7.75,1627.9
1.75,0.5,90,0,3132,7.75,1697.7
1.75,0.5,90,20,3132,7.75,1766.6
1.75,0.5,90,-20,5040,7.75,1668.4
1.75,0.5,90,0,5040,7.75,1739.7
1.75,0.5,90,20,5040,7.75,1810.2
1.75,0.5,90,40,5040,7.75,1878.7
1.75,0.5,90,20,1272,10,2307.3
1.75,0.5,90,40,1272,10,2389.6
1.75,0.5,90,-20,3132,10,2185.1
1.75,0.5,90,0,3132,10,2268.3
1.75,0.5,90,-20,5040,10,2229.4
1.75,0.5,90,20,5040,10,2400.3
1.75,0.5,90,40,5040,10,2484.5
1.75,0.75,30,0,1272,1,29.862
1.75,0.75,30,-20,3132,1,29.228
1.75,0.75,30,0,3132,1,30.684
1.75,0.75,30,40,3132,1,33.469
1.75,0.75,30,-20,5040,1,30.661
1.75,0.75,30,20,5040,1,33.62
1.75,0.75,30,40,5040,1,35.046
1.75,0.75,30,20,1272,3.25,123.37
1.75,0.75,30,40,1272,3.25,126.83
1.75,0.75,30,-20,3132,3.25,116.59
1.75,0.75,30,0,3132,3.25,120.68
1.75,0.75,30,20,3132,3.25,124.48
1.75,0.75,30,0,5040,3.25,121.22
1.75,0.75,30,20,5040,3.25,125.15
1.75,0.75,30,40,5040,3.25,129.09
1.75,0.75,30,0,1272,5.5,228.68
1.75,0.75,30,20,1272,5.5,234.26
1.75,0.75,30,40,1272,5.5,239.93
1.75,0.75,30,-20,3132,5.5,225.55
1.75,0.75,30,0,3132,5.5,231.02
1.75,0.75,30,40,3132,5.5,242.44
1.75,0.75,30,-20,5040,5.5,227.26
1.75,0.75,30,0,5040,5.5,232.8
1.75,0.75,30,20,5040,5.5,238.54
1.75,0.75,30,40,5040,5.5,244.39
1.75,0.75,30,-20,1272,7.75,351.71
1.75,0.75,30,0,1272,7.75,356.85
1.75,0.75,30,20,1272,7.75,362.68
1.75,0.75,30,40,1272,7.75,368.96
1.75,0.75,30,0,3132,7.75,360.42
1.75,0.75,30,40,3132,7.75,372.52
1.75,0.75,30,0,5040,7.75,363.41
1.75,0.75,30,-20,1272,10,501.69
1.75,0.75,30,0,1272,10,505.19
1.75,0.75,30,20,1272,10,509.8
1.75,0.75,30,40,1272,10,515.47
1.75,0.75,30,-20,3132,10,506.38
1.75,0.75,30,0,3132,10,509.81
1.75,0.75,30,20,3132,10,514.37
1.75,0.75,30,40,3132,10,519.96
1.75,0.75,30,-20,5040,10,510.44
1.75,0.75,30,0,5040,10,513.89
1.75,0.75,30,20,5040,10,518.45
1.75,0.75,30,40,5040,10,524.06
1.75,0.75,90,-20,1272,1,88.015
1.75,0.75,90,0,1272,1,92.238
1.75,0.75,90,20,1272,1,96.273
1.75,0.75,90,40,1272,1,100.09
1.75,0.75,90,0,3132,1,105.63
1.75,0.75,90,40,3132,1,115.3
1.75,0.75,90,-20,5040,1,115.69
1.75,0.75,90,0,5040,1,121.59
1.75,0.75,90,-20,1272,3.25,315.66
1.75,0.75,90,0,1272,3.25,330.29
1.75,0.75,90,20,1272,3.25,343.4
1.75,0.75,90,-20,3132,3.25,327.25
1.75,0.75,90,0,3132,3.25,343.29
1.75,0.75,90,20,3132,3.25,357.99
1.75,0.75,90,40,3132,3.25,372.05
1.75,0.75,90,0,5040,3.25,355.71
1.75,0.75,90,40,5040,3.25,387.03
1.75,0.75,90,0,1272,5.5,593.19
1.75,0.75,90,20,1272,5.5,616.49
1.75,0.75,90,40,1272,5.5,639.23
1.75,0.75,90,0,3132,5.5,610.08
1.75,0.75,90,40,3132,5.5,658.34
1.75,0.75,90,-20,5040,5.5,599.56
1.75,0.75,90,0,5040,5.5,625.31
1.75,0.75,90,40,5040,5.5,675.8
1.75,0.75,90,-20,1272,7.75,854.59
1.75,0.75,90,0,1272,7.75,883.29
1.75,0.75,90,20,1272,7.75,912.87
1.75,0.75,90,-20,3132,7.75,874.36
1.75,0.75,90,20,3132,7.75,934.51
1.75,0.75,90,40,3132,7.75,965.78
1.75,0.75,90,-20,5040,7.75,892.27
1.75,0.75,90,0,5040,7.75,923.08
1.75,0.75,90,20,5040,7.75,954.36
1.75,0.75,90,-20,1272,10,1171.1
1.75,0.75,90,0,1272,10,1204.5
1.75,0.75,90,20,1272,10,1239
1.75,0.75,90,40,1272,10,1272.6
1.75,0.75,90,0,3132,10,1229.1
1.75,0.75,90,20,3132,10,1263.9
1.75,0.75,90,-20,5040,10,1217
1.75,0.75,90,20,5040,10,1287.4
1.75,0.75,90,40,5040,10,1322.4
1.75,1,30,40,1272,1,21.622
1.75,1,30,-20,3132,1,19.48
1.75,1,30,40,3132,1,22.064
1.75,1,30,-20,5040,1,20.633
1.75,1,30,0,5040,1,21.484
1.75,1,30,-20,1272,3.25,82.327
1.75,1,30,0,1272,3.25,84.497
1.75,1,30,20,1272,3.25,86.654
1.75,1,30,40,1272,3.25,88.772
1.75,1,30,0,3132,3.25,84.523
1.75,1,30,20,3132,3.25,86.664
1.75,1,30,40,3132,3.25,88.823
1.75,1,30,-20,5040,3.25,82.928
1.75,1,30,0,5040,3.25,84.919
1.75,1,30,0,1272,5.5,166.57
1.75,1,30,20,1272,5.5,169.44
1.75,1,30,40,1272,5.5,172.4
1.75,1,30,-20,3132,5.5,165.53
1.75,1,30,0,3132,5.5,168.17
1.75,1,30,20,3132,5.5,170.94
1.75,1,30,40,3132,5.5,173.82
1.75,1,30,-20,5040,5.5,166.97
1.75,1,30,-20,1272,7.75,262.59
1.75,1,30,0,1272,7.75,264.6
1.75,1,30,40,1272,7.75,270.11
1.75,1,30,-20,3132,7.75,265.44
1.75,1,30,20,3132,7.75,269.93
1.75,1,30,40,3132,7.75,272.8
1.75,1,30,0,5040,7.75,269.88
1.75,1,30,20,5040,7.75,272.33
1.75,1,30,40,5040,7.75,275.12
1.75,1,30,0,1272,10,378.93
1.75,1,30,20,1272,10,380.17
1.75,1,30,-20,3132,10,382.3
1.75,1,30,0,3132,10,382.72
1.75,1,30,20,3132,10,383.93
1.75,1,30,40,3132,10,385.85
1.75,1,30,-20,5040,10,385.63
1.75,1,30,0,5040,10,386.06
1.75,1,30,20,5040,10,387.25
1.75,1,60,-20,1272,1,36.906
1.75,1,60,20,1272,1,40.694
1.75,1,60,40,1272,1,42.4
1.75,1,60,0,3132,1,41.717
1.75,1,60,20,3132,1,43.698
1.75,1,60,40,3132,1,45.608
1.75,1,60,-20,5040,1,44.052
1.75,1,60,0,5040,1,46.179
1.75,1,60,20,5040,1,48.246
1.75,1,60,-20,1272,3.25,144.44
1.75,1,60,0,1272,3.25,150.33
1.75,1,60,20,1272,3.25,156.11
1.75,1,60,40,1272,3.25,161.66
1.75,1,60,0,3132,3.25,150.56
1.75,1,60,20,3132,3.25,156.63
1.75,1,60,40,3132,3.25,162.61
1.75,1,60,-20,5040,3.25,146.78
1.75,1,60,20,5040,3.25,158.55
1.75,1,60,-20,1272,5.5,274.62
1.75,1,60,0,1272,5.5,282.8
1.75,1,60,20,1272,5.5,291.05
1.75,1,60,40,1272,5.5,299.38
1.75,1,60,-20,3132,5.5,277.11
1.75,1,60,0,3132,5.5,285.43
1.75,1,60,20,3132,5.5,293.87
1.75,1,60,0,5040,5.5,287.99
1.75,1,60,20,5040,5.5,296.39
1.75,1,60,40,5040,5.5,304.97
1.75,1,60,-20,1272,7.75,426.51
1.75,1,60,20,1272,7.75,444.98
1.75,1,60,40,1272,7.75,454.85
1.75,1,60,-20,3132,7.75,432.01
1.75,1,60,-20,5040,7.75,436.3
1.75,1,60,20,5040,7.75,455.17
1.75,1,60,40,5040,7.75,465.21
1.75,1,60,0,1272,10,607.59
1.75,1,60,20,1272,10,618.63
1.75,1,60,-20,3132,10,604.56
1.75,1,60,0,3132,10,615.86
1.75,1,60,20,3132,10,626.78
1.75,1,60,40,3132,10,636.92
1.75,1,60,-20,5040,10,611.48
1.75,1,60,20,5040,10,633.54
1.75,1,60,40,5040,10,643.74
1.75,1,90,0,1272,1,59.711
1.75,1,90,20,1272,1,62.533
1.75,1,90,40,1272,1,65.176
1.75,1,90,-20,3132,1,64.126
1.75,1,90,40,3132,1,73.844
1.75,1,90,-20,5040,1,74.305
1.75,1,90,0,5040,1,77.962
1.75,1,90,40,5040,1,84.847
1.75,1,90,0,1272,3.25,219.35
1.75,1,90,20,1272,3.25,228.6
1.75,1,90,40,1272,3.25,237.4
1.75,1,90,-20,3132,3.25,213.02
1.75,1,90,0,3132,3.25,223.17
1.75,1,90,20,3132,3.25,233.19
1.75,1,90,40,3132,3.25,242.92
1.75,1,90,-20,5040,3.25,219.88
1.75,1,90,0,5040,3.25,229.97
1.75,1,90,20,5040,3.25,240.05
1.75,1,90,40,5040,3.25,249.92
1.75,1,90,-20,1272,5.5,389.75
1.75,1,90,0,1272,5.5,402.84
1.75,1,90,20,1272,5.5,417.22
1.75,1,90,40,1272,5.5,430.98
1.75,1,90,-20,3132,5.5,396.32
1.75,1,90,0,3132,5.5,410.3
1.75,1,90,20,3132,5.5,424.97
1.75,1,90,-20,5040,5.5,403.45
1.75,1,90,20,5040,5.5,432.18
1.75,1,90,20,1272,7.75,627.89
1.75,1,90,40,1272,7.75,644.66
1.75,1,90,-20,3132,7.75,606.18
1.75,1,90,0,3132,7.75,622.96
1.75,1,90,20,3132,7.75,640.05
1.75,1,90,40,3132,7.75,657.43
1.75,1,90,-20,5040,7.75,615.77
1.75,1,90,0,5040,7.75,632.89
1.75,1,90,40,5040,7.75,668.11
1.75,1,90,-20,1272,10,820.1
1.75,1,90,0,1272,10,841.62
1.75,1,90,20,1272,10,862.38
1.75,1,90,40,1272,10,881.75
1.75,1,90,0,3132,10,857.58
1.75,1,90,20,3132,10,878.44
1.75,1,90,40,3132,10,897.88
1.75,1,90,-20,5040,10,849.32
1.75,1,90,20,5040,10,892.14
1.75,1.25,30,0,1272,1,14.582
1.75,1.25,30,20,1272,1,15.192
1.75,1.25,30,-20,3132,1,14.56
1.75,1.25,30,0,3132,1,15.123
1.75,1.25,30,40,3132,1,16.26
1.75,1.25,30,-20,5040,1,15.577
1.75,1.25,30,0,5040,1,16.127
1.75,1.25,30,-20,1272,3.25,62.821
1.75,1.25,30,0,1272,3.25,64.163
1.75,1.25,30,40,1272,3.25,66.971
1.75,1.25,30,0,3132,3.25,64.215
1.75,1.25,30,40,3132,3.25,66.807
1.75,1.25,30,-20,5040,3.25,63.799
1.75,1.25,30,20,5040,3.25,66.027
1.75,1.25,30,40,5040,3.25,67.255
1.75,1.25,30,0,1272,5.5,129.01
1.75,1.25,30,20,1272,5.5,130.68
1.75,1.25,30,-20,3132,5.5,129
1.75,1.25,30,0,3132,5.5,130.33
1.75,1.25,30,20,3132,5.5,131.83
1.75,1.25,30,40,3132,5.5,133.47
1.75,1.25,30,-20,5040,5.5,130.39
1.75,1.25,30,20,5040,5.5,133.03
1.75,1.25,30,40,5040,5.5,134.54
1.75,1.25,30,-20,1272,7.75,206.98
1.75,1.25,30,20,1272,7.75,208.49
1.75,1.25,30,-20,3132,7.75,209.54
1.75,1.25,30,0,3132,7.75,209.98
1.75,1.25,30,20,3132,7.75,210.9
1.75,1.25,30,-20,5040,7.75,211.74
1.75,1.25,30,0,5040,7.75,212.18
1.75,1.25,30,20,5040,7.75,213.04
1.75,1.25,30,40,5040,7.75,214.22
1.75,1.25,30,0,1272,10,299.96
1.75,1.25,30,40,1272,10,299.65
1.75,1.25,30,-20,3132,10,304.92
1.75,1.25,30,0,3132,10,303.36
1.75,1.25,30,20,3132,10,302.75
1.75,1.25,30,-20,5040,10,307.93
1.75,1.25,30,0,5040,10,306.39
1.75,1.25,30,20,5040,10,305.75
1.75,1.25,30,40,5040,10,305.83
1.75,1.25,60,-20,1272,1,26.841
1.75,1.25,60,0,1272,1,28.234
1.75,1.25,60,40,1272,1,30.964
1.75,1.25,60,-20,3132,1,29.475
1.75,1.25,60,0,3132,1,30.849
1.75,1.25,60,20,3132,1,32.211
1.75,1.25,60,40,3132,1,33.554
1.75,1.25,60,-20,5040,1,33.077
1.75,1.25,60,20,5040,1,35.891
1.75,1.25,60,-20,1272,3.25,108.79
1.75,1.25,60,0,1272,3.25,112.51
1.75,1.25,60,40,1272,3.25,120
1.75,1.25,60,-20,3132,3.25,109.81
